"activity_period","aircraft_body_type","aircraft_manufacturer","aircraft_model","aircraft_version","geo_region","geo_summary","landing_aircraft_type","landing_count","operating_airline","operating_airline_iata_code","published_airline","published_airline_iata_code","total_landed_weight"
"200508","Wide Body","Boeing","747","200","Asia","International","Freighter","49","Japan Airlines","JL","Japan Airlines","JL","30870000"
"200508","Wide Body","Boeing","747","400","Asia","International","Passenger","31","Japan Airlines","JL","Japan Airlines","JL","19530000"
"200508","Wide Body","Boeing","777","200","Europe","International","Passenger","31","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","14570000"
"200508","Wide Body","Boeing","747","200","US","Domestic","Freighter","7","Kalitta Air","K4","Kalitta Air","K4","4410000"
"200508","Narrow Body","Boeing","727","200","US","Domestic","Freighter","6","Kitty Hawk Air Cargo","KR","Kitty Hawk Air Cargo","KR","974500"
"200508","Narrow Body","Boeing","737","300","US","Domestic","Freighter","23","Kitty Hawk Air Cargo","KR","Kitty Hawk Air Cargo","KR","2681800"
"200508","Wide Body","Boeing","747","400","Asia","International","Freighter","4","Korean Air Lines","KE","Korean Air Lines","KE","2612000"
"200508","Wide Body","Boeing","747",,"Asia","International","Freighter","27","Korean Air Lines","KE","Korean Air Lines","KE","17604000"
"200508","Wide Body","Boeing","777","200","Asia","International","Passenger","31","Korean Air Lines","KE","Korean Air Lines","KE","14260000"
"200508","Wide Body","Boeing","747","430","Europe","International","Passenger","31","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","19530000"
"200508","Wide Body","Airbus","A340","600","Europe","International","Passenger","31","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","17701000"
"200508","Regional Jet","Bombardier","CRJ","900","US","Domestic","Passenger","35","Mesa Airlines","YV","US Airways","US ","2572500"
"200508","Narrow Body","Airbus","A319",,"Mexico","International","Passenger","16","Mexicana Airlines","MX","Mexicana Airlines","MX","2152000"
"200508","Narrow Body","Airbus","A320",,"Mexico","International","Passenger","44","Mexicana Airlines","MX","Mexicana Airlines","MX","6256800"
"200508","Narrow Body","McDonnell Douglas","MD-88",,"US","Domestic","Passenger","31","Midwest Airlines","YX","Midwest Airlines","YX","4324500"
"200508","Wide Body","Boeing","747","200","Asia","International","Freighter","48","Nippon Cargo Airlines","KZ","Nippon Cargo Airlines","KZ","30240000"
"200508","Wide Body","Boeing","747","200","US","Domestic","Freighter","3","Northwest Airlines","NW","Northwest Airlines","NW","1890000"
"200508","Narrow Body","Boeing","757","300","US","Domestic","Passenger","91","Northwest Airlines","NW","Northwest Airlines","NW","20384000"
"200508","Narrow Body","Boeing","757",,"US","Domestic","Passenger","155","Northwest Airlines","NW","Northwest Airlines","NW","30690000"
"200508","Narrow Body","Airbus","A319",,"US","Domestic","Passenger","15","Northwest Airlines","NW","Northwest Airlines","NW","2016000"
"200508","Narrow Body","Airbus","A320",,"US","Domestic","Passenger","76","Northwest Airlines","NW","Northwest Airlines","NW","10807200"
"200508","Wide Body","Airbus","A330","223","Asia","International","Passenger","31","Northwest Airlines","NW","Northwest Airlines","NW","12437200"
"200508","Wide Body","Boeing","747","400","Asia","International","Passenger","30","Philippine Airlines","PR","Philippine Airlines","PR","18900000"
"200508","Wide Body","Airbus","A340","300","Asia","International","Passenger","5","Philippine Airlines","PR","Philippine Airlines","PR","2094400"
"200508","Wide Body","Boeing","747","400","Asia","International","Passenger","31","Singapore Airlines","SQ","Singapore Airlines","SQ","19530000"
"200508","Wide Body","Boeing","777","200ER","Asia","International","Passenger","31","Singapore Airlines","SQ","Singapore Airlines","SQ","14230550"
"200508","Regional Jet","Bombardier","CRJ","500","US","Domestic","Passenger","153","SkyWest Airlines","OO","Delta Air Lines","DL","7191000"
"200508","Regional Jet","Bombardier","CRJ","600","US","Domestic","Passenger","273","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","18291000"
"200508","Regional Jet","Bombardier","CRJ","600","Canada","International","Passenger","61","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","4087000"
"200508","Regional Jet","Bombardier","CRJ","700","US","Domestic","Passenger","1378","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","64766000"
"200508","Turbo Prop","Embraer","ERJ","120","US","Domestic","Passenger","1686","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","43498800"
"200508","Narrow Body","Boeing","737","800","US","Domestic","Passenger","31","Sun Country Airlines","SY","Sun Country Airlines","SY","4532900"
"200508","Narrow Body","Airbus","A320",,"Central America","International","Passenger","62","TACA","TA","TACA","TA","8816400"
"200508","Wide Body","Boeing","747","200B","US","Domestic","Freighter","13","Tradewinds Airlines","WI","Tradewinds Airlines","WI","8190000"
"200508","Narrow Body","Boeing","737","300","US","Domestic","Passenger","146","US Airways","US ","US Airways","US ","16664800"
"200508","Narrow Body","Airbus","A319",,"US","Domestic","Passenger","149","US Airways","US ","US Airways","US ","20517400"
"200508","Narrow Body","Airbus","A320",,"US","Domestic","Passenger","120","US Airways","US ","US Airways","US ","17057300"
"200508","Narrow Body","Airbus","A321",,"US","Domestic","Passenger","235","US Airways","US ","US Airways","US ","40302500"
"200508","Narrow Body","Boeing","737","200","US","Domestic","Passenger","1","United Airlines","UA","United Airlines","UA","98000"
"200508","Narrow Body","Boeing","737","700","US","Domestic","Passenger","104","United Airlines","UA","United Airlines","UA","13312000"
"200508","Narrow Body","Boeing","737","800","US","Domestic","Passenger","199","United Airlines","UA","United Airlines","UA","28656000"
"200508","Narrow Body","Boeing","737","900","US","Domestic","Passenger","27","United Airlines","UA","United Airlines","UA","3977100"
"200508","Narrow Body","Boeing","737",,"US","Domestic","Passenger","44","United Airlines","UA","United Airlines","UA","5016000"
"200508","Narrow Body","Boeing","757","200","US","Domestic","Passenger","62","United Airlines","UA","United Airlines","UA","12276000"
"200508","Narrow Body","Boeing","727","0","US","Domestic","Passenger","667","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","90045000"
"200508","Narrow Body","Boeing","737","300","US","Domestic","Passenger","404","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","46056000"
"200508","Narrow Body","Boeing","737","322","Canada","International","Passenger","124","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","14136000"
"200508","Narrow Body","Boeing","737","500","US","Domestic","Passenger","80","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","8800000"
"200508","Wide Body","Boeing","747","422","US","Domestic","Passenger","24","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","15120000"
"200508","Wide Body","Boeing","747","422","Asia","International","Passenger","155","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","97650000"
"200508","Wide Body","Boeing","747","422","Australia / Oceania","International","Passenger","31","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","19530000"
"200508","Wide Body","Boeing","747","422","Europe","International","Passenger","31","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","19530000"
"200508","Narrow Body","Boeing","757",,"US","Domestic","Passenger","1332","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","263736000"
"200508","Narrow Body","Boeing","757",,"Mexico","International","Passenger","4","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","792000"
"200508","Wide Body","Boeing","767","300","US","Domestic","Passenger","177","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","53100000"
"200508","Wide Body","Boeing","767","300","Europe","International","Passenger","31","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","9300000"
"200508","Wide Body","Boeing","767","322","US","Domestic","Passenger","91","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","29120000"
"200508","Wide Body","Boeing","777","222","Asia","International","Passenger","93","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","42780000"
"200508","Wide Body","Boeing","777","222","Europe","International","Passenger","62","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","28520000"
"200509","Turbo Prop","Swearingen","SA-227","L","US","Domestic","Freighter","20","Astar Air Cargo","ER","Astar Air Cargo","ER","266400"
"200508","Wide Body","Boeing","777","222B","US","Domestic","Passenger","74","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","34040000"
"200508","Wide Body","Boeing","777",,"US","Domestic","Passenger","90","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","40050000"
"200508","Narrow Body","Airbus","A320","232","US","Domestic","Passenger","910","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","129402000"
"200508","Narrow Body","Airbus","A320","232","Canada","International","Passenger","31","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","4408200"
"200508","Narrow Body","Airbus","A320","232","Mexico","International","Passenger","35","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","4977000"
"200508","Wide Body","Boeing","747","400","Europe","International","Passenger","31","Virgin Atlantic","VS","Virgin Atlantic","VS","19530000"
"200508","Narrow Body","Boeing","737","600","Canada","International","Passenger","1","WestJet Airlines","WS","WestJet Airlines","WS","120000"
"200508","Narrow Body","Boeing","737","700","Canada","International","Passenger","20","WestJet Airlines","WS","WestJet Airlines","WS","2557800"
"200508","Narrow Body","Boeing","737","800","Canada","International","Passenger","1","WestJet Airlines","WS","WestJet Airlines","WS","146300"
"200509","Narrow Body","McDonnell Douglas","DC-9","30","US","Domestic","Freighter","40","ABX Air","GB","ABX Air","GB","4051000"
"200509","Narrow Body","McDonnell Douglas","DC-9","41","US","Domestic","Freighter","2","ABX Air","GB","ABX Air","GB","204000"
"200509","Narrow Body","Boeing","737","800","US","Domestic","Passenger","16","ATA Airlines","TZ","ATA Airlines","TZ","2340800"
"200509","Narrow Body","Boeing","757","200","US","Domestic","Passenger","9","ATA Airlines","TZ","ATA Airlines","TZ","1782000"
"200509","Narrow Body","Boeing","757","300","US","Domestic","Passenger","104","ATA Airlines","TZ","ATA Airlines","TZ","23296000"
"200509","Narrow Body","Airbus","A319","114","Canada","International","Passenger","130","Air Canada","AC","Air Canada","AC","17485000"
"200509","Narrow Body","Airbus","A320","211","Canada","International","Passenger","98","Air Canada","AC","Air Canada","AC","13935600"
"200509","Narrow Body","Airbus","A321","211","Canada","International","Passenger","3","Air Canada","AC","Air Canada","AC","514560"
"200509","Wide Body","Boeing","747","400","Asia","International","Passenger","18","Air China","CA","Air China","CA","11340000"
"200509","Wide Body","Boeing","747","200","Europe","International","Combi","4","Air France","AF","Air France","AF","2520000"
"200509","Wide Body","Boeing","747","400","Europe","International","Passenger","26","Air France","AF","Air France","AF","15531000"
"200509","Wide Body","Boeing","747","400","Australia / Oceania","International","Passenger","13","Air New Zealand","NZ","Air New Zealand","NZ","8190000"
"200509","Narrow Body","Boeing","737","700","US","Domestic","Passenger","62","AirTran Airways","FL","AirTran Airways","FL","7936000"
"200509","Narrow Body","Boeing","737","400","US","Domestic","Passenger","182","Alaska Airlines","AS","Alaska Airlines","AS","22022000"
"200509","Narrow Body","Boeing","737","400","Canada","International","Passenger","69","Alaska Airlines","AS","Alaska Airlines","AS","8349000"
"200509","Narrow Body","Boeing","737","400","Mexico","International","Passenger","69","Alaska Airlines","AS","Alaska Airlines","AS","8349000"
"200509","Narrow Body","Boeing","737","700","US","Domestic","Passenger","13","Alaska Airlines","AS","Alaska Airlines","AS","1679600"
"200509","Narrow Body","Boeing","737","800","US","Domestic","Passenger","16","Alaska Airlines","AS","Alaska Airlines","AS","2304000"
"200509","Narrow Body","Boeing","737","900","US","Domestic","Passenger","40","Alaska Airlines","AS","Alaska Airlines","AS","5852000"
"200509","Narrow Body","Boeing","737","900","Mexico","International","Passenger","20","Alaska Airlines","AS","Alaska Airlines","AS","2926000"
"200509","Narrow Body","McDonnell Douglas","MD-80",,"US","Domestic","Passenger","107","Alaska Airlines","AS","Alaska Airlines","AS","13910000"
"200509","Narrow Body","McDonnell Douglas","MD-80",,"Canada","International","Passenger","19","Alaska Airlines","AS","Alaska Airlines","AS","2470000"
"200509","Wide Body","Boeing","777","200ER","Asia","International","Passenger","30","All Nippon Airways","NH","All Nippon Airways","NH","13800000"
"200509","Narrow Body","Boeing","757","W","US","Domestic","Passenger","181","American Airlines","AA","American Airlines","AA","35838000"
"200509","Wide Body","Boeing","767","200","US","Domestic","Passenger","59","American Airlines","AA","American Airlines","AA","15930000"
"200509","Wide Body","Boeing","767","300","US","Domestic","Passenger","164","American Airlines","AA","American Airlines","AA","50840000"
"200509","Narrow Body","McDonnell Douglas","MD-80","83","US","Domestic","Passenger","249","American Airlines","AA","American Airlines","AA","32370000"
"200509","Narrow Body","McDonnell Douglas","MD-80","SP","US","Domestic","Passenger","388","American Airlines","AA","American Airlines","AA","50440000"
"200509","Regional Jet","Embraer","ERJ","140","US","Domestic","Passenger","146","American Eagle Airlines","MQ","American Airlines","AA","6029800"
"200509","Turbo Prop","Swearingen","SA-227","AC","US","Domestic","Freighter","18","Ameriflight","A8","Ameriflight","A8","252000"
"200509","Turbo Prop","Swearingen","SA-227","AT","US","Domestic","Freighter","7","Ameriflight","A8","Ameriflight","A8","108500"
"200509","Wide Body","Boeing","747","400","Asia","International","Freighter","8","Asiana Airlines","OZ","Asiana Airlines","OZ","5328000"
"200509","Wide Body","Boeing","777","200ER","Asia","International","Passenger","18","Asiana Airlines","OZ","Asiana Airlines","OZ","8280000"
"200509","Wide Body","Airbus","A300",,"US","Domestic","Freighter","34","Astar Air Cargo","ER","Astar Air Cargo","ER","10044280"
"200509","Wide Body","McDonnell Douglas","DC-8","73","US","Domestic","Freighter","19","Astar Air Cargo","ER","Astar Air Cargo","ER","5225000"
"200509","Wide Body","Boeing","767","300","Europe","International","Passenger","2","BelAir Airlines","BBB","BelAir Airlines","BBB","700000"
"200509","Wide Body","Boeing","747","400","Europe","International","Passenger","60","British Airways","BA","British Airways","BA","37800000"
"200509","Wide Body","Boeing","747","400","Europe","International","Freighter","9","Cargolux Airlines ","CV","Cargolux Airlines ","CV","5994000"
"200509","Wide Body","Boeing","747","400","Asia","International","Freighter","17","Cathay Pacific","CX","Cathay Pacific","CX","11322000"
"200509","Wide Body","Boeing","747","400","Asia","International","Passenger","30","Cathay Pacific","CX","Cathay Pacific","CX","18900000"
"200509","Wide Body","Boeing","747","400","Asia","International","Passenger","32","China Airlines","CI","China Airlines","CI","20160000"
"200509","Wide Body","Boeing","747",,"Asia","International","Freighter","25","China Airlines","CI","China Airlines","CI","16650000"
"200509","Wide Body","McDonnell Douglas","MD-11",,"Asia","International","Freighter","14","China Cargo Airlines","CK","China Cargo Airlines","CK","6601000"
"200509","Narrow Body","Boeing","737","800","US","Domestic","Passenger","154","Delta Air Lines","DL","Delta Air Lines","DL","22176000"
"200509","Narrow Body","Boeing","757",,"US","Domestic","Passenger","222","Delta Air Lines","DL","Delta Air Lines","DL","43956000"
"200509","Wide Body","Boeing","767","200","US","Domestic","Passenger","1","Delta Air Lines","DL","Delta Air Lines","DL","270000"
"200509","Wide Body","Boeing","767","300","US","Domestic","Passenger","91","Delta Air Lines","DL","Delta Air Lines","DL","26845000"
"200509","Wide Body","Boeing","767","300ER","US","Domestic","Passenger","17","Delta Air Lines","DL","Delta Air Lines","DL","5440000"
"200509","Wide Body","Boeing","767","400","US","Domestic","Passenger","86","Delta Air Lines","DL","Delta Air Lines","DL","30100000"
"200509","Narrow Body","McDonnell Douglas","MD-90",,"US","Domestic","Passenger","30","Delta Air Lines","DL","Delta Air Lines","DL","4260000"
"200509","Wide Body","Boeing","747","400","Asia","International","Combi","48","EVA Airways","BR","EVA Airways","BR","30192000"
"200509","Wide Body","McDonnell Douglas","DC-10","10","US","Domestic","Freighter","46","Federal Express","FX","Federal Express","FX","17250000"
"200509","Wide Body","McDonnell Douglas","DC-10","30","US","Domestic","Freighter","1","Federal Express","FX","Federal Express","FX","436000"
"200509","Wide Body","McDonnell Douglas","MD-11",,"US","Domestic","Freighter","19","Federal Express","FX","Federal Express","FX","9148500"
"200509","Narrow Body","Airbus","A318",,"US","Domestic","Passenger","1","Frontier Airlines","F9","Frontier Airlines","F9","126800"
"200509","Narrow Body","Airbus","A319",,"US","Domestic","Passenger","142","Frontier Airlines","F9","Frontier Airlines","F9","19099000"
"200509","Wide Body","Boeing","767","300","US","Domestic","Passenger","30","Hawaiian Airlines","HA","Hawaiian Airlines","HA","9600000"
"200509","Regional Jet","Bombardier","CRJ","700","US","Domestic","Passenger","84","Horizon Air ","QX","Alaska Airlines","AS","5628000"
"200509","Wide Body","Boeing","767","300ER","Europe","International","Passenger","8","Icelandair","FI","Icelandair","FI","2560000"
"200509","Narrow Body","Airbus","A319",,"US","Domestic","Passenger","64","Independence Air","DH","Independence Air","DH","8819200"
"200509","Wide Body","Boeing","747","200","Asia","International","Freighter","48","Japan Airlines","JL","Japan Airlines","JL","30240000"
"200509","Wide Body","Boeing","747","400","Asia","International","Passenger","30","Japan Airlines","JL","Japan Airlines","JL","18900000"
"200509","Wide Body","Boeing","777","200","Europe","International","Passenger","30","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","14100000"
"200509","Wide Body","Boeing","747","200","US","Domestic","Freighter","13","Kalitta Air","K4","Kalitta Air","K4","8190000"
"200509","Narrow Body","Boeing","727","200","US","Domestic","Freighter","7","Kitty Hawk Air Cargo","KR","Kitty Hawk Air Cargo","KR","1125000"
"200509","Narrow Body","Boeing","737","300","US","Domestic","Freighter","25","Kitty Hawk Air Cargo","KR","Kitty Hawk Air Cargo","KR","2915000"
"200509","Wide Body","Boeing","747","400","Asia","International","Freighter","6","Korean Air Lines","KE","Korean Air Lines","KE","3918000"
"200509","Wide Body","Boeing","747",,"Asia","International","Freighter","23","Korean Air Lines","KE","Korean Air Lines","KE","14996000"
"200509","Wide Body","Boeing","777","200","Asia","International","Passenger","17","Korean Air Lines","KE","Korean Air Lines","KE","7820000"
"200509","Wide Body","Boeing","747","430","Europe","International","Passenger","30","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","18900000"
"200509","Wide Body","Airbus","A340","600","Europe","International","Passenger","30","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","17130000"
"200509","Regional Jet","Bombardier","CRJ","900","US","Domestic","Passenger","29","Mesa Airlines","YV","US Airways","US ","2131500"
"200509","Wide Body","Boeing","767","0","Mexico","International","Passenger","1","Mexicana Airlines","MX","Mexicana Airlines","MX","320100"
"200509","Narrow Body","Airbus","A319",,"Mexico","International","Passenger","18","Mexicana Airlines","MX","Mexicana Airlines","MX","2421000"
"200509","Narrow Body","Airbus","A320",,"Mexico","International","Passenger","40","Mexicana Airlines","MX","Mexicana Airlines","MX","5688000"
"200509","Narrow Body","McDonnell Douglas","MD-88",,"US","Domestic","Passenger","29","Midwest Airlines","YX","Midwest Airlines","YX","4045500"
"200509","Wide Body","Boeing","747","200","Asia","International","Freighter","48","Nippon Cargo Airlines","KZ","Nippon Cargo Airlines","KZ","30240000"
"200509","Narrow Body","Boeing","757","300","US","Domestic","Passenger","92","Northwest Airlines","NW","Northwest Airlines","NW","20608000"
"200509","Narrow Body","Boeing","757",,"US","Domestic","Passenger","118","Northwest Airlines","NW","Northwest Airlines","NW","23364000"
"200509","Narrow Body","Airbus","A319",,"US","Domestic","Passenger","30","Northwest Airlines","NW","Northwest Airlines","NW","4032000"
"200509","Narrow Body","Airbus","A320",,"US","Domestic","Passenger","59","Northwest Airlines","NW","Northwest Airlines","NW","8389800"
"200509","Wide Body","Airbus","A330","223","Asia","International","Passenger","30","Northwest Airlines","NW","Northwest Airlines","NW","12036000"
"200509","Wide Body","Boeing","747","400","Asia","International","Passenger","23","Philippine Airlines","PR","Philippine Airlines","PR","14490000"
"200509","Wide Body","Airbus","A340","300","Asia","International","Passenger","10","Philippine Airlines","PR","Philippine Airlines","PR","4188800"
"200509","Wide Body","Boeing","747","400","Asia","International","Passenger","30","Singapore Airlines","SQ","Singapore Airlines","SQ","18900000"
"200509","Wide Body","Boeing","777","200ER","Asia","International","Passenger","30","Singapore Airlines","SQ","Singapore Airlines","SQ","13771500"
"200509","Regional Jet","Bombardier","CRJ","500","US","Domestic","Passenger","176","SkyWest Airlines","OO","Delta Air Lines","DL","8272000"
"200509","Regional Jet","Bombardier","CRJ","600","US","Domestic","Passenger","241","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","16147000"
"200509","Regional Jet","Bombardier","CRJ","600","Canada","International","Passenger","60","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","4020000"
"200509","Regional Jet","Bombardier","CRJ","700","US","Domestic","Passenger","1250","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","58750000"
"200509","Turbo Prop","Embraer","ERJ","120","US","Domestic","Passenger","1550","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","39990000"
"200509","Narrow Body","Boeing","737","800","US","Domestic","Passenger","30","Sun Country Airlines","SY","Sun Country Airlines","SY","4387500"
"200509","Narrow Body","Airbus","A320",,"Central America","International","Passenger","38","TACA","TA","TACA","TA","5403600"
"200509","Wide Body","Boeing","747","200B","US","Domestic","Freighter","6","Tradewinds Airlines","WI","Tradewinds Airlines","WI","3780000"
"200509","Narrow Body","Boeing","737","300","US","Domestic","Passenger","172","US Airways","US ","US Airways","US ","19608000"
"200509","Narrow Body","Boeing","757",,"US","Domestic","Passenger","1","US Airways","US ","US Airways","US ","198000"
"200509","Narrow Body","Airbus","A319",,"US","Domestic","Passenger","137","US Airways","US ","US Airways","US ","18865000"
"200509","Narrow Body","Airbus","A320",,"US","Domestic","Passenger","116","US Airways","US ","US Airways","US ","16490800"
"200509","Narrow Body","Airbus","A321",,"US","Domestic","Passenger","187","US Airways","US ","US Airways","US ","32070500"
"200509","Narrow Body","Boeing","737","500","US","Domestic","Passenger","22","United Airlines","UA","United Airlines","UA","2420000"
"200509","Narrow Body","Boeing","737","700","US","Domestic","Passenger","15","United Airlines","UA","United Airlines","UA","1920000"
"200509","Narrow Body","Boeing","737","800","US","Domestic","Passenger","212","United Airlines","UA","United Airlines","UA","30528000"
"200509","Narrow Body","Boeing","737","900","US","Domestic","Passenger","9","United Airlines","UA","United Airlines","UA","1325700"
"200509","Narrow Body","Boeing","737",,"US","Domestic","Passenger","36","United Airlines","UA","United Airlines","UA","4104000"
"200509","Narrow Body","Boeing","757","200","US","Domestic","Passenger","76","United Airlines","UA","United Airlines","UA","15048000"
"200509","Narrow Body","Boeing","737","300","US","Domestic","Passenger","332","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","37848000"
"200509","Narrow Body","Boeing","737","322","Canada","International","Passenger","120","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","13680000"
"200509","Narrow Body","Boeing","737","500","US","Domestic","Passenger","122","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","13420000"
"200509","Wide Body","Boeing","747","422","US","Domestic","Passenger","5","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","3150000"
"200509","Wide Body","Boeing","747","422","Asia","International","Passenger","150","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","94500000"
"200510","Narrow Body","Boeing","737","400","US","Domestic","Passenger","129","Alaska Airlines","AS","Alaska Airlines","AS","15609000"
"200509","Wide Body","Boeing","747","422","Australia / Oceania","International","Passenger","30","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","18900000"
"200509","Wide Body","Boeing","747","422","Europe","International","Passenger","30","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","18900000"
"200509","Narrow Body","Boeing","757",,"US","Domestic","Passenger","1141","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","225918000"
"200509","Narrow Body","Boeing","757",,"Mexico","International","Passenger","4","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","792000"
"200509","Wide Body","Boeing","767","300","US","Domestic","Passenger","209","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","62700000"
"200509","Wide Body","Boeing","767","300","Europe","International","Passenger","30","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","9000000"
"200509","Wide Body","Boeing","767","322","US","Domestic","Passenger","92","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","29440000"
"200509","Wide Body","Boeing","777","222","Asia","International","Passenger","64","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","29440000"
"200509","Wide Body","Boeing","777","222","Europe","International","Passenger","60","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","27600000"
"200509","Wide Body","Boeing","777","222B","US","Domestic","Passenger","60","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","27600000"
"200509","Wide Body","Boeing","777",,"US","Domestic","Passenger","76","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","33820000"
"200509","Narrow Body","Airbus","A319","131","US","Domestic","Passenger","686","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","94530800"
"200509","Narrow Body","Airbus","A320","232","US","Domestic","Passenger","905","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","128691000"
"200509","Narrow Body","Airbus","A320","232","Canada","International","Passenger","6","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","853200"
"200509","Narrow Body","Airbus","A320","232","Mexico","International","Passenger","34","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","4834800"
"200509","Wide Body","Boeing","747","400","Europe","International","Passenger","30","Virgin Atlantic","VS","Virgin Atlantic","VS","18900000"
"200509","Narrow Body","Boeing","737","700","Canada","International","Passenger","20","WestJet Airlines","WS","WestJet Airlines","WS","2557800"
"200509","Narrow Body","Boeing","737","800","Canada","International","Passenger","2","WestJet Airlines","WS","WestJet Airlines","WS","292600"
"200510","Wide Body","Boeing","767",,"US","Domestic","Freighter","12","ABX Air","GB","ABX Air","GB","3264000"
"200510","Narrow Body","McDonnell Douglas","DC-9","32","US","Domestic","Freighter","16","ABX Air","GB","ABX Air","GB","1760000"
"200510","Narrow Body","McDonnell Douglas","DC-9","33","US","Domestic","Freighter","14","ABX Air","GB","ABX Air","GB","1596000"
"200510","Narrow Body","McDonnell Douglas","DC-9","41","US","Domestic","Freighter","4","ABX Air","GB","ABX Air","GB","456000"
"200510","Narrow Body","Boeing","737","800","US","Domestic","Passenger","59","ATA Airlines","TZ","ATA Airlines","TZ","8631700"
"200510","Narrow Body","Boeing","757","200","US","Domestic","Passenger","1","ATA Airlines","TZ","ATA Airlines","TZ","198000"
"200510","Narrow Body","Boeing","757","300","US","Domestic","Passenger","83","ATA Airlines","TZ","ATA Airlines","TZ","18592000"
"200510","Narrow Body","Airbus","A319","114","Canada","International","Passenger","119","Air Canada","AC","Air Canada","AC","16005500"
"200510","Narrow Body","Airbus","A320","211","Canada","International","Passenger","92","Air Canada","AC","Air Canada","AC","13064000"
"200510","Narrow Body","Airbus","A321","211","Canada","International","Passenger","4","Air Canada","AC","Air Canada","AC","686080"
"200510","Wide Body","Boeing","747","400","Asia","International","Passenger","17","Air China","CA","Air China","CA","10710000"
"200510","Wide Body","Boeing","747","200","Europe","International","Passenger","5","Air France","AF","Air France","AF","3150000"
"200510","Wide Body","Boeing","747","400","Europe","International","Passenger","24","Air France","AF","Air France","AF","14340900"
