"activity_period","aircraft_body_type","aircraft_manufacturer","aircraft_model","aircraft_version","geo_region","geo_summary","landing_aircraft_type","landing_count","operating_airline","operating_airline_iata_code","published_airline","published_airline_iata_code","total_landed_weight"
"200510","Wide Body","Airbus","A340","300","Europe","International","Passenger","2","Air France","AF","Air France","AF","837800"
"200510","Wide Body","Boeing","747","400","Australia / Oceania","International","Passenger","13","Air New Zealand","NZ","Air New Zealand","NZ","8190000"
"200510","Narrow Body","Boeing","737","700","US","Domestic","Passenger","62","AirTran Airways","FL","AirTran Airways","FL","7936000"
"200510","Narrow Body","Boeing","737","400","Canada","International","Passenger","87","Alaska Airlines","AS","Alaska Airlines","AS","10527000"
"200510","Narrow Body","Boeing","737","400","Mexico","International","Passenger","62","Alaska Airlines","AS","Alaska Airlines","AS","7502000"
"200510","Narrow Body","Boeing","737","700","US","Domestic","Passenger","11","Alaska Airlines","AS","Alaska Airlines","AS","1421200"
"200510","Narrow Body","Boeing","737","700","Canada","International","Passenger","2","Alaska Airlines","AS","Alaska Airlines","AS","258400"
"200510","Narrow Body","Boeing","737","700","Mexico","International","Passenger","2","Alaska Airlines","AS","Alaska Airlines","AS","258400"
"200510","Narrow Body","Boeing","737","800","US","Domestic","Passenger","23","Alaska Airlines","AS","Alaska Airlines","AS","3312000"
"200510","Narrow Body","Boeing","737","900","US","Domestic","Passenger","55","Alaska Airlines","AS","Alaska Airlines","AS","8046500"
"200510","Narrow Body","Boeing","737","900","Mexico","International","Passenger","31","Alaska Airlines","AS","Alaska Airlines","AS","4535300"
"200510","Narrow Body","McDonnell Douglas","MD-80",,"US","Domestic","Passenger","154","Alaska Airlines","AS","Alaska Airlines","AS","20020000"
"200510","Narrow Body","McDonnell Douglas","MD-80",,"Canada","International","Passenger","2","Alaska Airlines","AS","Alaska Airlines","AS","260000"
"200510","Wide Body","Boeing","777","200ER","Asia","International","Passenger","31","All Nippon Airways","NH","All Nippon Airways","NH","14260000"
"200510","Narrow Body","Boeing","757",,"US","Domestic","Passenger","175","American Airlines","AA","American Airlines","AA","34650000"
"200510","Wide Body","Boeing","767","200","US","Domestic","Passenger","87","American Airlines","AA","American Airlines","AA","23490000"
"200510","Wide Body","Boeing","767","300","US","Domestic","Passenger","146","American Airlines","AA","American Airlines","AA","45260000"
"200510","Narrow Body","McDonnell Douglas","MD-80","83","US","Domestic","Passenger","250","American Airlines","AA","American Airlines","AA","32500000"
"200510","Narrow Body","McDonnell Douglas","MD-80","SP","US","Domestic","Passenger","399","American Airlines","AA","American Airlines","AA","51870000"
"200510","Regional Jet","Embraer","ERJ","140","US","Domestic","Passenger","154","American Eagle Airlines","MQ","American Airlines","AA","6360200"
"200510","Regional Jet","LearJet","35A",,"US","Domestic","Freighter","1","Ameriflight","A8","Ameriflight","A8","15300"
"200510","Turbo Prop","Swearingen","SA-227","AC","US","Domestic","Freighter","19","Ameriflight","A8","Ameriflight","A8","266000"
"200510","Turbo Prop","Swearingen","SA-227","AT","US","Domestic","Freighter","1","Ameriflight","A8","Ameriflight","A8","15500"
"200510","Wide Body","Boeing","747","400","Asia","International","Freighter","8","Asiana Airlines","OZ","Asiana Airlines","OZ","5328000"
"200510","Wide Body","Boeing","777","200ER","Asia","International","Passenger","17","Asiana Airlines","OZ","Asiana Airlines","OZ","7820000"
"200510","Narrow Body","Boeing","727",,"US","Domestic","Freighter","1","Astar Air Cargo","ER","Astar Air Cargo","ER","160000"
"200510","Wide Body","Airbus","A300",,"US","Domestic","Freighter","21","Astar Air Cargo","ER","Astar Air Cargo","ER","6203820"
"200510","Wide Body","McDonnell Douglas","DC-8","73","US","Domestic","Freighter","21","Astar Air Cargo","ER","Astar Air Cargo","ER","5775000"
"200510","Turbo Prop","Swearingen","SA-227","L","US","Domestic","Freighter","15","Astar Air Cargo","ER","Astar Air Cargo","ER","199800"
"200510","Wide Body","Boeing","747","400","Europe","International","Passenger","62","British Airways","BA","British Airways","BA","39060000"
"200510","Wide Body","Boeing","747","400","Europe","International","Freighter","8","Cargolux Airlines ","CV","Cargolux Airlines ","CV","5328000"
"200510","Wide Body","Boeing","747","400","Asia","International","Freighter","17","Cathay Pacific","CX","Cathay Pacific","CX","11322000"
"200510","Wide Body","Boeing","747","400","Asia","International","Passenger","31","Cathay Pacific","CX","Cathay Pacific","CX","19530000"
"200510","Wide Body","Boeing","747","400","Asia","International","Passenger","31","China Airlines","CI","China Airlines","CI","19530000"
"200510","Wide Body","Boeing","747",,"Asia","International","Freighter","27","China Airlines","CI","China Airlines","CI","17982000"
"200510","Wide Body","McDonnell Douglas","MD-11",,"Asia","International","Freighter","13","China Cargo Airlines","CK","China Cargo Airlines","CK","6129500"
"200510","Narrow Body","Boeing","737","800","US","Domestic","Passenger","164","Delta Air Lines","DL","Delta Air Lines","DL","23616000"
"200510","Narrow Body","Boeing","757",,"US","Domestic","Passenger","283","Delta Air Lines","DL","Delta Air Lines","DL","56034000"
"200510","Wide Body","Boeing","767","200","US","Domestic","Passenger","1","Delta Air Lines","DL","Delta Air Lines","DL","270000"
"200510","Wide Body","Boeing","767","300","US","Domestic","Passenger","58","Delta Air Lines","DL","Delta Air Lines","DL","17110000"
"200510","Wide Body","Boeing","767","300ER","US","Domestic","Passenger","27","Delta Air Lines","DL","Delta Air Lines","DL","8640000"
"200510","Wide Body","Boeing","767","400","US","Domestic","Passenger","90","Delta Air Lines","DL","Delta Air Lines","DL","31500000"
"200510","Narrow Body","McDonnell Douglas","MD-90",,"US","Domestic","Passenger","1","Delta Air Lines","DL","Delta Air Lines","DL","142000"
"200510","Wide Body","Boeing","747","400","Asia","International","Combi","48","EVA Airways","BR","EVA Airways","BR","30192000"
"200510","Wide Body","McDonnell Douglas","DC-10","10","US","Domestic","Freighter","47","Federal Express","FX","Federal Express","FX","17625000"
"200510","Wide Body","McDonnell Douglas","MD-11",,"US","Domestic","Freighter","21","Federal Express","FX","Federal Express","FX","10111500"
"200510","Narrow Body","Airbus","A319",,"US","Domestic","Passenger","144","Frontier Airlines","F9","Frontier Airlines","F9","19368000"
"200510","Wide Body","Boeing","767","300","US","Domestic","Passenger","31","Hawaiian Airlines","HA","Hawaiian Airlines","HA","9920000"
"200510","Regional Jet","Bombardier","CRJ","700","US","Domestic","Passenger","88","Horizon Air ","QX","Alaska Airlines","AS","5896000"
"200510","Wide Body","Boeing","767","300ER","Europe","International","Passenger","5","Icelandair","FI","Icelandair","FI","1600000"
"200510","Narrow Body","Airbus","A319",,"US","Domestic","Passenger","50","Independence Air","DH","Independence Air","DH","6890000"
"200510","Wide Body","Boeing","747","200","Asia","International","Freighter","47","Japan Airlines","JL","Japan Airlines","JL","29610000"
"200510","Wide Body","Boeing","747","400","Asia","International","Passenger","31","Japan Airlines","JL","Japan Airlines","JL","19530000"
"200510","Wide Body","Boeing","767","0","Europe","International","Passenger","1","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","303900"
"200510","Wide Body","Boeing","777","200","Europe","International","Passenger","29","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","13630000"
"200510","Wide Body","McDonnell Douglas","MD-11",,"Europe","International","Passenger","1","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","440000"
"200510","Wide Body","Boeing","747","200","US","Domestic","Freighter","13","Kalitta Air","K4","Kalitta Air","K4","8190000"
"200510","Narrow Body","Boeing","727","200","US","Domestic","Freighter","5","Kitty Hawk Air Cargo","KR","Kitty Hawk Air Cargo","KR","797000"
"200510","Narrow Body","Boeing","737","300","US","Domestic","Freighter","19","Kitty Hawk Air Cargo","KR","Kitty Hawk Air Cargo","KR","2215400"
"200510","Wide Body","Boeing","747","400","Asia","International","Freighter","9","Korean Air Lines","KE","Korean Air Lines","KE","5877000"
"200510","Wide Body","Boeing","747",,"Asia","International","Freighter","21","Korean Air Lines","KE","Korean Air Lines","KE","13692000"
"200510","Wide Body","Boeing","777","200","Asia","International","Passenger","17","Korean Air Lines","KE","Korean Air Lines","KE","7820000"
"200510","Wide Body","Boeing","747","430","Europe","International","Passenger","31","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","19530000"
"200510","Wide Body","Airbus","A340","313","Europe","International","Passenger","2","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","837760"
"200510","Wide Body","Airbus","A340","600","Europe","International","Passenger","29","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","16559000"
"200510","Regional Jet","Bombardier","CRJ","900","US","Domestic","Passenger","30","Mesa Airlines","YV","US Airways","US ","2205000"
"200510","Narrow Body","Airbus","A319",,"Mexico","International","Passenger","22","Mexicana Airlines","MX","Mexicana Airlines","MX","2959000"
"200510","Narrow Body","Airbus","A320",,"Mexico","International","Passenger","40","Mexicana Airlines","MX","Mexicana Airlines","MX","5688000"
"200510","Narrow Body","Boeing","727","200","Canada","International","Passenger","1","Miami Air International","GL","Miami Air International","GL","164000"
"200510","Narrow Body","McDonnell Douglas","MD-80",,"US","Domestic","Passenger","31","Midwest Airlines","YX","Midwest Airlines","YX","4030000"
"200510","Wide Body","Boeing","747","200","Asia","International","Freighter","48","Nippon Cargo Airlines","KZ","Nippon Cargo Airlines","KZ","30240000"
"200510","Narrow Body","Boeing","757","300","US","Domestic","Passenger","64","Northwest Airlines","NW","Northwest Airlines","NW","14336000"
"200510","Narrow Body","Boeing","757",,"US","Domestic","Passenger","122","Northwest Airlines","NW","Northwest Airlines","NW","24156000"
"200510","Narrow Body","Airbus","A319",,"US","Domestic","Passenger","31","Northwest Airlines","NW","Northwest Airlines","NW","4166400"
"200510","Narrow Body","Airbus","A320",,"US","Domestic","Passenger","92","Northwest Airlines","NW","Northwest Airlines","NW","13082400"
"200510","Wide Body","Airbus","A330","223","Asia","International","Passenger","31","Northwest Airlines","NW","Northwest Airlines","NW","12437200"
"200510","Wide Body","McDonnell Douglas","DC-10","30","US","Domestic","Passenger","1","Northwest Airlines","NW","Northwest Airlines","NW","411000"
"200510","Wide Body","Boeing","747","400","Asia","International","Passenger","19","Philippine Airlines","PR","Philippine Airlines","PR","11970000"
"200510","Wide Body","Airbus","A340","300","Asia","International","Passenger","15","Philippine Airlines","PR","Philippine Airlines","PR","6283200"
"200510","Wide Body","Boeing","747","400","Asia","International","Passenger","31","Singapore Airlines","SQ","Singapore Airlines","SQ","19530000"
"200510","Wide Body","Boeing","777","200ER","Asia","International","Passenger","31","Singapore Airlines","SQ","Singapore Airlines","SQ","14230550"
"200510","Regional Jet","Bombardier","CRJ","500","US","Domestic","Passenger","179","SkyWest Airlines","OO","Delta Air Lines","DL","8413000"
"200510","Regional Jet","Bombardier","CRJ","600","US","Domestic","Passenger","306","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","20502000"
"200510","Regional Jet","Bombardier","CRJ","600","Canada","International","Passenger","62","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","4154000"
"200510","Regional Jet","Bombardier","CRJ","700","US","Domestic","Passenger","1200","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","56400000"
"200510","Turbo Prop","Embraer","ERJ","120","US","Domestic","Passenger","1591","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","41047800"
"200510","Narrow Body","Boeing","737","800","US","Domestic","Passenger","31","Sun Country Airlines","SY","Sun Country Airlines","SY","4532900"
"200510","Narrow Body","Airbus","A320",,"Central America","International","Passenger","36","TACA","TA","TACA","TA","5119200"
"200510","Wide Body","Boeing","747","200B","US","Domestic","Freighter","5","Tradewinds Airlines","WI","Tradewinds Airlines","WI","3150000"
"200510","Narrow Body","Boeing","737","300","US","Domestic","Passenger","185","US Airways","US ","US Airways","US ","21103000"
"200510","Narrow Body","Boeing","757",,"US","Domestic","Passenger","1","US Airways","US ","US Airways","US ","198000"
"200510","Narrow Body","Airbus","A319",,"US","Domestic","Passenger","145","US Airways","US ","US Airways","US ","19966700"
"200510","Narrow Body","Airbus","A320",,"US","Domestic","Passenger","109","US Airways","US ","US Airways","US ","15496200"
"200510","Narrow Body","Airbus","A321",,"US","Domestic","Passenger","194","US Airways","US ","US Airways","US ","33271000"
"200510","Narrow Body","Boeing","737","200","US","Domestic","Passenger","27","United Airlines","UA","United Airlines","UA","2646000"
"200510","Narrow Body","Boeing","737","500","US","Domestic","Passenger","30","United Airlines","UA","United Airlines","UA","3300000"
"200510","Narrow Body","Boeing","737","700","US","Domestic","Passenger","8","United Airlines","UA","United Airlines","UA","1024000"
"200510","Narrow Body","Boeing","737","800","US","Domestic","Passenger","220","United Airlines","UA","United Airlines","UA","31680000"
"200510","Narrow Body","Boeing","737","900","US","Domestic","Passenger","2","United Airlines","UA","United Airlines","UA","294600"
"200510","Narrow Body","Boeing","737",,"US","Domestic","Passenger","55","United Airlines","UA","United Airlines","UA","6270000"
"200510","Narrow Body","Boeing","757","200","US","Domestic","Passenger","60","United Airlines","UA","United Airlines","UA","11880000"
"200510","Narrow Body","Boeing","737","300","US","Domestic","Passenger","271","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","30894000"
"200510","Narrow Body","Boeing","737","322","Canada","International","Passenger","124","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","14136000"
"200510","Narrow Body","Boeing","737","500","US","Domestic","Passenger","154","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","16940000"
"200510","Wide Body","Boeing","747","422","US","Domestic","Passenger","8","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","5040000"
"200510","Wide Body","Boeing","747","422","Asia","International","Passenger","155","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","97650000"
"200510","Wide Body","Boeing","747","422","Australia / Oceania","International","Passenger","31","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","19530000"
"200510","Wide Body","Boeing","747","422","Europe","International","Passenger","32","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","20160000"
"200510","Narrow Body","Boeing","757",,"US","Domestic","Passenger","1168","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","231264000"
"200510","Narrow Body","Boeing","757",,"Mexico","International","Passenger","3","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","594000"
"200510","Wide Body","Boeing","767","300","US","Domestic","Passenger","231","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","69300000"
"200510","Wide Body","Boeing","767","300","Europe","International","Passenger","27","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","8100000"
"200510","Wide Body","Boeing","767","322","US","Domestic","Passenger","99","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","31680000"
"200510","Wide Body","Boeing","777","222","Asia","International","Passenger","63","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","28980000"
"200510","Wide Body","Boeing","777","222","Europe","International","Passenger","62","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","28520000"
"200510","Wide Body","Boeing","777","222B","US","Domestic","Passenger","34","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","15640000"
"200510","Wide Body","Boeing","777",,"US","Domestic","Passenger","88","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","39160000"
"200510","Narrow Body","Airbus","A319","131","US","Domestic","Passenger","792","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","109137600"
"200510","Narrow Body","Airbus","A320","232","US","Domestic","Passenger","918","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","130539600"
"200510","Narrow Body","Airbus","A320","232","Canada","International","Passenger","28","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","3981600"
"200510","Narrow Body","Airbus","A320","232","Mexico","International","Passenger","36","United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","5119200"
"200510","Wide Body","Boeing","747","400","Europe","International","Passenger","31","Virgin Atlantic","VS","Virgin Atlantic","VS","19530000"
"200510","Narrow Body","Boeing","737","600","Canada","International","Passenger","1","WestJet Airlines","WS","WestJet Airlines","WS","120000"
"200510","Narrow Body","Boeing","737","700","Canada","International","Passenger","16","WestJet Airlines","WS","WestJet Airlines","WS","2046240"
"200511","Wide Body","Boeing","767",,"US","Domestic","Freighter","38","ABX Air","GB","ABX Air","GB","10336000"
"200511","Narrow Body","McDonnell Douglas","DC-9","41","US","Domestic","Freighter","8","ABX Air","GB","ABX Air","GB","816000"
"200511","Narrow Body","Boeing","737","800","US","Domestic","Passenger","98","ATA Airlines","TZ","ATA Airlines","TZ","14337400"
"200511","Narrow Body","Boeing","757","300","US","Domestic","Passenger","44","ATA Airlines","TZ","ATA Airlines","TZ","9856000"
"200511","Narrow Body","Boeing","757","300","Canada","International","Passenger","2","ATA Airlines","TZ","ATA Airlines","TZ","448000"
"200511","Wide Body","Lockheed","L1011","200","US","Domestic","Passenger","2","ATA Airlines","TZ","ATA Airlines","TZ","736000"
"200511","Wide Body","Boeing","767","233","Canada","International","Passenger","1","Air Canada","AC","Air Canada","AC","270100"
"200511","Narrow Body","Airbus","A319","114","Canada","International","Passenger","85","Air Canada","AC","Air Canada","AC","11432500"
"200511","Narrow Body","Airbus","A320","211","Canada","International","Passenger","78","Air Canada","AC","Air Canada","AC","11091600"
"200511","Narrow Body","Airbus","A320","214","Canada","International","Passenger","14","Air Canada","AC","Air Canada","AC","1990800"
"200511","Narrow Body","Airbus","A321","211","Canada","International","Passenger","2","Air Canada","AC","Air Canada","AC","343040"
"200511","Wide Body","Boeing","747","400","Asia","International","Passenger","17","Air China","CA","Air China","CA","10710000"
"200511","Wide Body","Airbus","A340","300","Europe","International","Passenger","30","Air France","AF","Air France","AF","12562500"
"200511","Wide Body","Boeing","747","400","Australia / Oceania","International","Passenger","13","Air New Zealand","NZ","Air New Zealand","NZ","8190000"
"200511","Wide Body","Boeing","777","200","Australia / Oceania","International","Passenger","1","Air New Zealand","NZ","Air New Zealand","NZ","470000"
"200511","Narrow Body","Boeing","737","700","US","Domestic","Passenger","60","AirTran Airways","FL","AirTran Airways","FL","7680000"
"200511","Narrow Body","Boeing","737","400","US","Domestic","Passenger","69","Alaska Airlines","AS","Alaska Airlines","AS","8349000"
"200511","Narrow Body","Boeing","737","400","Canada","International","Passenger","34","Alaska Airlines","AS","Alaska Airlines","AS","4114000"
"200511","Narrow Body","Boeing","737","400","Mexico","International","Passenger","63","Alaska Airlines","AS","Alaska Airlines","AS","7623000"
"200511","Narrow Body","Boeing","737","700","US","Domestic","Passenger","119","Alaska Airlines","AS","Alaska Airlines","AS","15374800"
"200511","Narrow Body","Boeing","737","700","Canada","International","Passenger","18","Alaska Airlines","AS","Alaska Airlines","AS","2325600"
"200511","Narrow Body","Boeing","737","700","Mexico","International","Passenger","18","Alaska Airlines","AS","Alaska Airlines","AS","2325600"
"200511","Narrow Body","Boeing","737","900","US","Domestic","Passenger","11","Alaska Airlines","AS","Alaska Airlines","AS","1609300"
"200511","Narrow Body","Boeing","737","900","Mexico","International","Passenger","10","Alaska Airlines","AS","Alaska Airlines","AS","1463000"
"200511","Narrow Body","McDonnell Douglas","MD-80","93","Mexico","International","Passenger","27","Alaska Airlines","AS","Alaska Airlines","AS","3510000"
"200511","Narrow Body","McDonnell Douglas","MD-80",,"US","Domestic","Passenger","184","Alaska Airlines","AS","Alaska Airlines","AS","23920000"
"200511","Narrow Body","McDonnell Douglas","MD-80",,"Canada","International","Passenger","34","Alaska Airlines","AS","Alaska Airlines","AS","4420000"
"200511","Wide Body","Boeing","777","200ER","Asia","International","Passenger","30","All Nippon Airways","NH","All Nippon Airways","NH","13800000"
"200511","Narrow Body","Boeing","757",,"US","Domestic","Passenger","179","American Airlines","AA","American Airlines","AA","35442000"
"200511","Wide Body","Boeing","767","200","US","Domestic","Passenger","83","American Airlines","AA","American Airlines","AA","22410000"
"200511","Wide Body","Boeing","767","300","US","Domestic","Passenger","145","American Airlines","AA","American Airlines","AA","44950000"
"200511","Narrow Body","McDonnell Douglas","MD-80","83","US","Domestic","Passenger","302","American Airlines","AA","American Airlines","AA","39260000"
"200511","Narrow Body","McDonnell Douglas","MD-80","SP","US","Domestic","Passenger","321","American Airlines","AA","American Airlines","AA","41730000"
"200511","Regional Jet","Embraer","ERJ","140","US","Domestic","Passenger","144","American Eagle Airlines","MQ","American Airlines","AA","5947200"
"200511","Turbo Prop","Piper","PA-31","350","US","Domestic","Freighter","1","Ameriflight","A8","Ameriflight","A8","7000"
"200511","Turbo Prop","Swearingen","SA-227","AC","US","Domestic","Freighter","1","Ameriflight","A8","Ameriflight","A8","14000"
"200511","Wide Body","Boeing","747","400","Asia","International","Freighter","6","Asiana Airlines","OZ","Asiana Airlines","OZ","3996000"
"200511","Wide Body","Boeing","777","200ER","Asia","International","Passenger","17","Asiana Airlines","OZ","Asiana Airlines","OZ","7820000"
"200511","Wide Body","Airbus","A300",,"US","Domestic","Freighter","25","Astar Air Cargo","ER","Astar Air Cargo","ER","7385500"
"200511","Wide Body","McDonnell Douglas","DC-8","73","US","Domestic","Freighter","14","Astar Air Cargo","ER","Astar Air Cargo","ER","3850000"
"200511","Wide Body","Boeing","747","400","Europe","International","Passenger","57","British Airways","BA","British Airways","BA","35910000"
"200511","Wide Body","Boeing","747","400","Europe","International","Freighter","9","Cargolux Airlines ","CV","Cargolux Airlines ","CV","5994000"
"200511","Wide Body","Boeing","747","400","Asia","International","Freighter","18","Cathay Pacific","CX","Cathay Pacific","CX","11988000"
"200511","Wide Body","Boeing","747","400","Asia","International","Passenger","30","Cathay Pacific","CX","Cathay Pacific","CX","18900000"
"200511","Wide Body","Boeing","747","400","Asia","International","Passenger","30","China Airlines","CI","China Airlines","CI","18900000"
"200511","Wide Body","Boeing","747",,"Asia","International","Freighter","26","China Airlines","CI","China Airlines","CI","17316000"
"200511","Wide Body","McDonnell Douglas","MD-11",,"Asia","International","Freighter","12","China Cargo Airlines","CK","China Cargo Airlines","CK","5658000"
"200511","Narrow Body","Boeing","737","800","US","Domestic","Passenger","138","Delta Air Lines","DL","Delta Air Lines","DL","19872000"
"200511","Narrow Body","Boeing","757",,"US","Domestic","Passenger","255","Delta Air Lines","DL","Delta Air Lines","DL","50490000"
"200511","Wide Body","Boeing","767","300","US","Domestic","Passenger","43","Delta Air Lines","DL","Delta Air Lines","DL","12685000"
"200511","Wide Body","Boeing","767","300ER","US","Domestic","Passenger","7","Delta Air Lines","DL","Delta Air Lines","DL","2240000"
"200511","Wide Body","Boeing","767","400","US","Domestic","Passenger","88","Delta Air Lines","DL","Delta Air Lines","DL","30800000"
"200511","Wide Body","Boeing","747","400","Asia","International","Combi","51","EVA Airways","BR","EVA Airways","BR","32079000"
"200511","Wide Body","McDonnell Douglas","DC-10","10","US","Domestic","Freighter","40","Federal Express","FX","Federal Express","FX","15000000"
"200511","Wide Body","McDonnell Douglas","DC-10","30","US","Domestic","Freighter","5","Federal Express","FX","Federal Express","FX","2120000"
"200511","Wide Body","McDonnell Douglas","MD-11",,"US","Domestic","Freighter","23","Federal Express","FX","Federal Express","FX","11074500"
"200511","Narrow Body","Airbus","A319",,"US","Domestic","Passenger","138","Frontier Airlines","F9","Frontier Airlines","F9","18561000"
"200511","Wide Body","Boeing","767","300","US","Domestic","Passenger","30","Hawaiian Airlines","HA","Hawaiian Airlines","HA","9600000"
"200511","Regional Jet","Bombardier","CRJ","700","US","Domestic","Passenger","84","Horizon Air ","QX","Alaska Airlines","AS","5628000"
"200511","Narrow Body","Airbus","A319",,"US","Domestic","Passenger","18","Independence Air","DH","Independence Air","DH","2480400"
"200511","Wide Body","Boeing","747","200","Asia","International","Freighter","46","Japan Airlines","JL","Japan Airlines","JL","28980000"
"200511","Wide Body","Boeing","747","400","Asia","International","Passenger","30","Japan Airlines","JL","Japan Airlines","JL","18900000"
"200511","Wide Body","Boeing","767","0","Europe","International","Passenger","9","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","2735100"
"200511","Wide Body","McDonnell Douglas","MD-11",,"Europe","International","Passenger","21","KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","9240000"
"200511","Wide Body","Boeing","747","200","US","Domestic","Freighter","12","Kalitta Air","K4","Kalitta Air","K4","7560000"
"200511","Narrow Body","Boeing","727","200","US","Domestic","Freighter","2","Kitty Hawk Air Cargo","KR","Kitty Hawk Air Cargo","KR","318500"
"200511","Narrow Body","Boeing","737","300","US","Domestic","Freighter","20","Kitty Hawk Air Cargo","KR","Kitty Hawk Air Cargo","KR","2332000"
"200511","Wide Body","Boeing","747","400","Asia","International","Freighter","8","Korean Air Lines","KE","Korean Air Lines","KE","5224000"
"200511","Wide Body","Boeing","747",,"Asia","International","Freighter","22","Korean Air Lines","KE","Korean Air Lines","KE","14344000"
"200511","Wide Body","Boeing","777","200","Asia","International","Passenger","21","Korean Air Lines","KE","Korean Air Lines","KE","9660000"
"200511","Wide Body","Boeing","747","430","Europe","International","Passenger","30","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","18900000"
"200511","Wide Body","Airbus","A340","313","Europe","International","Passenger","22","Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","9215360"
"200511","Regional Jet","Bombardier","CRJ","900","US","Domestic","Passenger","29","Mesa Airlines","YV","US Airways","US ","2131500"
"200511","Wide Body","Boeing","767","0","Mexico","International","Passenger","3","Mexicana Airlines","MX","Mexicana Airlines","MX","960300"
"200511","Narrow Body","Airbus","A319",,"Mexico","International","Passenger","19","Mexicana Airlines","MX","Mexicana Airlines","MX","2555500"
"200511","Narrow Body","Airbus","A320",,"Mexico","International","Passenger","53","Mexicana Airlines","MX","Mexicana Airlines","MX","7536600"
"200511","Narrow Body","McDonnell Douglas","MD-80",,"US","Domestic","Passenger","30","Midwest Airlines","YX","Midwest Airlines","YX","3900000"
"200511","Wide Body","Boeing","747","200","Asia","International","Freighter","48","Nippon Cargo Airlines","KZ","Nippon Cargo Airlines","KZ","30240000"
"200511","Narrow Body","Boeing","757","300","US","Domestic","Passenger","65","Northwest Airlines","NW","Northwest Airlines","NW","14560000"
"200511","Narrow Body","Boeing","757",,"US","Domestic","Passenger","145","Northwest Airlines","NW","Northwest Airlines","NW","28710000"
"200511","Narrow Body","Airbus","A319",,"US","Domestic","Passenger","35","Northwest Airlines","NW","Northwest Airlines","NW","4704000"
"200511","Narrow Body","Airbus","A320",,"US","Domestic","Passenger","54","Northwest Airlines","NW","Northwest Airlines","NW","7678800"
"200511","Wide Body","Airbus","A330","223","Asia","International","Passenger","30","Northwest Airlines","NW","Northwest Airlines","NW","12036000"
"200511","Wide Body","Boeing","747","400","Asia","International","Passenger","24","Philippine Airlines","PR","Philippine Airlines","PR","15120000"
"200511","Wide Body","Airbus","A340","300","Asia","International","Passenger","10","Philippine Airlines","PR","Philippine Airlines","PR","4188800"
"200511","Wide Body","Boeing","747","400","Asia","International","Passenger","30","Singapore Airlines","SQ","Singapore Airlines","SQ","18900000"
"200511","Wide Body","Boeing","777","200ER","Asia","International","Passenger","30","Singapore Airlines","SQ","Singapore Airlines","SQ","13771500"
"200511","Regional Jet","Bombardier","CRJ","500","US","Domestic","Passenger","170","SkyWest Airlines","OO","Delta Air Lines","DL","7990000"
"200511","Regional Jet","Bombardier","CRJ","600","US","Domestic","Passenger","344","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","23048000"
"200511","Regional Jet","Bombardier","CRJ","600","Canada","International","Passenger","56","SkyWest Airlines","OO","United Airlines - Pre 07/01/2013","UA","3752000"
